Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Size class,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Eff Tax Rate (+ve income),Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings,Fiscal Year End Date
RLI Corp.,RLI,Insurance (Prop/Cas.),6330,NYS,8,$72.86,96800,21,"$1,552.10",$0.00,"$1,552.10","$1,512.30",$39.80,NA,NA,14.08,12.43,$4.37,16.67,4.69,1.96,NA,NA,NA,2.01,1.96,NA,NA,12.50%,3.00%,NA,NA,0.65,0.80,0.1883,18.61%,$2.80,0.8000,22.96%,NA,13.92%,NA,NA,NA,751.6,791.4,2514.6,$0.00,NA,$110.20,NA,NA,NA,NA,31.66%,31.68%,NA,2.56%,NA,1.58%,$2.80,$0.00,$493.40,NA,$124.90,$25.30,0.00%,0.41%,0.00%,0.00%,0.00%,1.63%,12.80%,87.45%,12/31/10
ReachLocal Inc,RLOC,E-Commerce,7372,NDQ,5,$6.18,195661,28.2,$194.00,$0.00,$194.00,$105.90,$88.10,$291.70,$356.10,NA,NA,NA,NA,NA,2.37,0.67,NA,NA,NA,NA,0.36,0.30,NA,20.00%,NA,NA,NA,NA,0.6472,NA,-$7.41,NA,NA,NA,-13.54%,NA,-3.81%,-4.87%,-6.09999999999999,82,150.6,-$61.20,-$13.51,-$11.10,-$14.20,-$14.20,$	(10.40),-$6.79,0.00%,NA,-20.98%,45.41%,30.20%,58.50%,$9.90,$3.80,$145.00,$356.10,-$9.60,$0.00,24.63%,4.45%,0.00%,0.00%,0.00%,0.00%,NA,40.70%,12/31/10
Rand Logistics Inc,RLOG,Maritime,4400,NDQ,5,$6.51,25255,14.8,$108.70,$115.60,$224.30,$219.80,$4.50,$118.00,$133.10,1087.00,181.17,$0.32,20.34,6.31,1.86,0.92,32.81,12.78,1.30,1.29,1.86,1.65,NA,172.20%,NA,-1.12%,NA,0.55,0.2871,NA,$51.84,NA,0.00%,1715.72%,0.17%,1.78%,0.08%,5.68%,169.4,58.3,215.5,-$23.90,-$3.06,$0.10,$6.70,$3.02,$	17.20,-$48.82,54.90%,66.67%,-20.25%,2.01%,3.81%,2.09%,$65.40,$10.50,$9.90,$133.10,$0.60,$0.00,11.14%,77.35%,106.35%,51.54%,66.47%,0.00%,NA,59.02%,3/31/11
Rambus Inc.,RMBS,Semiconductor,3674,NDQ,7,$7.55,1681992,107.5,$804.90,$121.50,$926.40,$414.40,$512.00,$323.40,$319.90,5.33,42.81,NA,NA,NA,2.40,2.49,3.97,3.62,NA,NA,1.28,1.30,NA,NA,11.50%,181.97%,1.72,1.50,0.6947,70.53%,$17.03,0.5317,0.00%,22.51%,45.07%,NA,46.66%,32.25%,-55.7,334.8,663.2,-$40.00,$0.43,$150.90,$104.30,$75.66,$	114.40,$58.63,27.46%,27.45%,-12.37%,55.27%,158.32%,77.20%,$26.70,$10.10,$209.00,$319.90,$18.80,$0.00,8.91%,10.22%,15.10%,13.12%,26.63%,0.00%,6.80%,45.21%,12/31/10
Rocky Mountain Choc Factory,RMCF,Food Processing,2000,NDQ,4,$8.54,8722,6.1,$53.30,$0.00,$53.30,$50.00,$3.30,$31.10,$33.10,13.67,13.67,NA,NA,NA,3.19,1.71,8.47,7.58,3.73,3.19,1.61,1.51,5.00%,NA,NA,8.69%,0.31,0.80,0.2239,29.63%,$1.02,0.6750,62.87%,26.51%,23.35%,28.66%,12.54%,18.97%,13.4,16.7,21.4,$6.50,$0.42,$3.90,$5.90,$3.84,$	6.60,$2.82,34.91%,35.00%,20.90%,6.19%,10.61%,15.42%,$1.30,$0.70,$4.30,$33.10,$3.90,$2.45,5.14%,29.44%,0.00%,0.00%,0.00%,4.60%,NA,35.63%,2/28/11
Revolutions Medical Corp,RMCP,Med Supp Invasive,8060,NDQ,2,$0.19,78458,36.8,$8.20,$0.80,$9.00,$8.90,$0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.25,18.00,NA,NA,NA,NA,NA,NA,-1.4,0.30,0.6393,130.21%,$0.80,0.0576,NA,NA,NA,NA,NA,NA,0.4,-0.3,1.2,-$0.50,NA,-$2.50,NA,NA,NA,NA,0.00%,NA,NA,1.11%,NA,8.33%,$0.80,$0.00,$2.40,NA,-$0.80,$0.00,0.00%,66.67%,9.76%,8.89%,NA,0.00%,NA,NA,12/31/10
ResMed Inc.,RMD,Med Supp Non-Invasive,3842,NYS,9,$25.40,1127777,151.7,"$3,759.30",$100.20,"$3,859.50","$3,124.20",$735.30,"$1,243.10","$1,275.90",16.56,17.03,NA,NA,1.10,2.17,3.02,11.66,9.23,2.85,2.11,2.51,2.45,19.50%,15.00%,14.00%,13.56%,0.48,0.75,0.2044,22.61%,$5.20,0.8000,0.00%,2.60%,13.12%,18.28%,18.26%,21.55%,1095.6,1730.7,2068.9,$348.60,$9.20,$227.00,$267.90,$200.22,$	338.50,$195.03,25.26%,25.26%,28.04%,19.05%,59.15%,35.54%,$66.60,$70.60,$463.30,"$1,275.90",$220.80,$0.00,13.70%,22.34%,2.67%,2.60%,5.47%,0.00%,6.00%,45.57%,6/30/11
Rainmaker Systems Inc,RMKR,Computer Software,3579,NDQ,2,$0.82,27221,20.8,$12.50,$4.30,$16.80,$4.60,$12.20,$42.80,$36.70,NA,NA,NA,NA,NA,0.87,0.29,NA,NA,0.72,0.90,0.11,0.13,NA,NA,NA,-15.94%,1.3,1.05,0.6311,68.83%,-$0.83,0.3814,NA,NA,-69.23%,-129.30%,-23.13%,-19.34%,6.4,14.3,32.9,-$5.40,$0.77,-$9.90,-$8.28,-$8.28,$	(3.48),-$7.45,0.00%,NA,-12.62%,72.62%,28.50%,37.08%,$3.20,$4.80,$22.90,$36.70,-$11.90,$0.00,17.33%,18.54%,34.40%,25.60%,23.12%,0.00%,NA,26.57%,12/31/10
RoomLinX Inc,RMLX,Internet,7370,NDQ,2,$2.90,3731,5,$14.80,$1.40,$16.20,$15.90,$0.30,$4.50,$5.50,NA,NA,NA,NA,NA,3.44,3.29,NA,NA,2.94,2.84,3.53,2.89,NA,NA,NA,NA,1.81,1.75,0.7544,96.71%,$0.37,0.4524,NA,NA,-30.23%,-41.63%,-28.89%,-49.96%,5.4,4.3,6.8,$1.20,$0.27,-$1.30,-$2.25,-$2.25,$	(1.95),-$2.61,0.00%,NA,26.67%,1.85%,6.67%,4.41%,$0.40,$0.30,$2.70,$5.50,-$2.00,$0.00,0.00%,39.71%,9.46%,8.64%,24.56%,0.00%,NA,NA,12/31/10
Rocky Mountain Minerals Inc,RMMI,Metals & Mining (Div.),1000,NDQ,1,$0.00,9845,102.2,$1.20,$0.40,$1.60,$1.60,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.00,8.00,NA,NA,NA,NA,NA,NA,NA,0.60,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,0.2,-0.2,0.2,$0.00,NA,-$0.20,NA,NA,NA,NA,0.00%,NA,NA,0.00%,NA,0.00%,$0.00,$0.00,$0.10,NA,-$0.10,$0.00,0.00%,0.00%,33.33%,25.00%,NA,0.00%,NA,NA,10/31/08
Rockwell Medical Tech,RMTI,Med Supp Non-Invasive,3842,NDQ,5,$8.47,88497,17.5,$149.70,$0.00,$149.70,$125.50,$24.20,$59.60,$51.40,NA,NA,NA,NA,NA,4.91,2.51,NA,NA,19.92,4.91,2.11,2.44,NA,NA,NA,6.87%,0.97,0.70,0.4264,51.90%,-$0.88,0.3372,NA,NA,-8.85%,-42.46%,-4.53%,-4.49%,6.3,30.5,37,$2.00,-$0.28,-$2.70,-$2.67,-$2.67,$	(1.27),-$1.80,0.00%,NA,3.36%,16.17%,40.60%,65.41%,$0.80,$1.40,$12.70,$51.40,-$14.10,$0.00,2.97%,8.11%,0.00%,0.00%,0.00%,0.00%,NA,15.58%,12/31/10
Ramtron International Corp.,RMTR,Semiconductor,3674,NDQ,4,$1.95,108298,27.3,$65.70,$12.20,$77.90,$68.00,$9.90,$70.20,$65.60,41.06,NA,NA,NA,NA,1.83,0.94,18.38,11.72,1.78,1.62,0.97,1.04,NA,NA,NA,46.85%,1.79,1.30,0.3237,75.01%,$3.87,0.4333,0.00%,166.07%,4.44%,6.09%,2.28%,5.27%,38.3,36,56.8,$9.60,-$0.63,$1.60,$3.70,$2.33,$	5.80,-$1.54,37.00%,36.00%,13.68%,12.71%,14.10%,17.43%,$6.60,$2.10,$32.60,$65.60,-$1.40,$0.00,4.75%,37.32%,18.57%,15.66%,25.31%,0.00%,NA,26.75%,12/31/10
RigNet Inc,RNET,Telecom. Services,4890,NDQ,6,$16.74,0,14.8,$251.20,$32.20,$283.40,$233.00,$50.40,$92.90,$103.90,NA,47.40,$0.65,25.75,NA,3.71,2.70,18.49,8.44,4.71,2.84,2.51,2.24,NA,18.55%,NA,NA,NA,NA,0.2460,NA,-$0.99,NA,NA,-7.86%,-23.04%,25.45%,-16.79%,13.56%,49.5,67.7,129.8,$4.30,$0.51,-$15.60,$12.60,$12.60,$	27.60,$13.59,0.00%,NA,4.63%,17.78%,54.25%,38.83%,$13.50,$15.00,$22.90,$103.90,$5.30,$0.00,15.18%,20.34%,12.82%,11.36%,32.23%,0.00%,NA,37.24%,12/31/10
Wireless Ronin Tech Inc,RNIN,IT Services,7379,NDQ,3,$1.20,65414,19.2,$21.50,$0.00,$21.50,$14.40,$7.10,$8.60,$10.70,NA,NA,NA,NA,NA,2.53,2.50,NA,NA,10.29,2.53,1.67,1.35,NA,50.00%,NA,56.84%,1.06,1.40,0.2548,83.48%,-$0.40,0.4193,NA,NA,-92.94%,-685.43%,-91.86%,-111.58%,1.4,8.5,11.2,$0.40,$0.10,-$7.90,-$9.60,-$9.60,$	(8.90),-$9.19,0.00%,NA,4.65%,33.02%,82.56%,63.39%,$0.20,$0.70,$11.20,$10.70,-$6.80,$0.00,0.00%,8.93%,0.00%,0.00%,0.00%,0.00%,NA,17.94%,12/31/10
Rexahn Pharmaceuticals Inc.,RNN,Biotechnology,2830,AMS,4,$0.38,716070,84.2,$42.90,$0.00,$42.90,$28.10,$14.80,$0.10,NA,NA,NA,NA,NA,NA,4.13,429.00,NA,NA,NA,NA,281.00,NA,NA,NA,NA,-10.89%,1.77,1.35,0.6964,91.70%,-$0.10,0.3680,NA,NA,-98.08%,NA,-10200.00%,,-4.4,10.4,16.2,-$0.90,NA,-$10.20,NA,NA,NA,NA,0.00%,NA,-900.00%,34.50%,14800.00%,91.36%,$0.00,$0.10,$10.00,NA,NA,$0.00,0.00%,0.62%,0.00%,0.00%,0.00%,0.00%,NA,3.42%,12/31/10
Rhino Resource Partners LP,RNO,Coal,1220,NYS,7,$19.30,50051,24.8,$545.50,$36.50,$582.00,$581.90,$0.10,$305.60,$341.70,13.27,17.60,NA,NA,NA,2.30,1.79,18.36,8.84,2.13,2.13,1.90,1.70,NA,NA,NA,NA,NA,NA,0.3054,NA,-$5.86,NA,129.41%,-18.47%,17.33%,11.59%,13.45%,10.37%,273.6,237.2,358.6,$17.30,$2.04,$41.10,$31.70,$31.70,$	65.80,$37.56,0.00%,0.00%,5.66%,0.02%,0.03%,0.03%,$26.20,$34.10,$16.40,$341.70,$31.00,$53.19,0.25%,78.81%,6.69%,6.27%,13.34%,9.75%,NA,60.57%,12/31/10
RightNow Technologies Inc,RNOW,E-Commerce,7372,NDQ,8,$42.73,613059,32.4,"$1,411.50",$175.00,"$1,586.50","$1,309.80",$276.70,$185.50,$216.20,49.70,53.06,NA,NA,2.11,17.73,7.61,107.36,66.83,NA,NA,7.06,6.06,37.50%,23.50%,NA,19.61%,0.46,1.25,0.2984,48.27%,-$12.30,0.6474,0.00%,-100.83%,35.68%,NA,15.31%,6.58%,-22.1,79.6,378.9,-$70.10,-$11.60,$28.40,$12.20,$12.20,$	19.60,$24.50,0.00%,0.00%,-37.79%,17.44%,149.16%,73.03%,$6.70,$7.40,$118.30,$216.20,$26.60,$0.00,2.48%,2.82%,12.40%,11.03%,68.74%,0.00%,NA,93.31%,12/31/10
RenaissanceRe Hldgs.,RNR,Reinsurance,6399,NYS,9,$74.37,547452,55.6,"$3,811.40",$549.20,"$4,360.60","$2,972.50","$1,388.10",NA,NA,6.59,6.92,$7.85,9.47,0.88,0.97,NA,NA,NA,0.96,0.97,NA,NA,28.50%,7.50%,NA,NA,0.45,0.70,0.1182,16.71%,$0.00,0.8000,9.29%,NA,14.70%,NA,NA,NA,3097.4,3936.3,8138.3,$0.00,NA,$578.50,NA,NA,NA,NA,17.18%,17.18%,NA,31.83%,NA,17.06%,$0.00,$0.00,$849.00,NA,$550.70,$53.74,0.00%,0.00%,14.41%,12.59%,12.24%,1.41%,7.70%,91.13%,12/31/10
Renasant Corp.,RNST,Bank,6000,NDQ,6,$15.00,63849,25,$378.40,$301.00,$679.40,$631.70,$47.70,NA,NA,11.94,18.11,NA,NA,NA,0.81,NA,4.00,4.00,0.87,0.88,NA,NA,-5.00%,NA,NA,NA,1.16,0.95,0.1981,32.66%,$0.00,0.7272,53.72%,0.00%,6.75%,14.82%,NA,NA,722.8,469.5,4297.3,$0.00,NA,$31.70,$157.90,$107.11,$	157.90,$107.11,32.16%,32.12%,NA,7.02%,NA,1.11%,$0.00,$0.00,$44.50,NA,$20.90,$17.03,4.47%,0.00%,79.55%,44.30%,39.07%,4.50%,NA,NA,12/31/10
Renewal Fuels Inc,RNWF,Electronics,3670,NDQ,1,$0.00,3261949,28.8,$0.30,$3.60,$3.90,$3.80,$0.10,$0.80,$2.20,NA,NA,NA,NA,NA,NA,0.38,NA,NA,2.92,2.79,4.75,1.73,NA,NA,NA,NA,NA,0.05,NA,NA,-$0.25,NA,NA,NA,NA,-1054.40%,-1400.00%,-1713.40%,1.3,-2.2,2,-$0.20,-$0.35,-$11.20,-$13.71,-$13.71,$	(13.61),-$13.46,0.00%,NA,-25.00%,2.56%,12.50%,5.00%,$0.20,$0.10,$4.50,$2.20,-$3.00,$0.00,35.00%,15.00%,1200.00%,92.31%,NA,0.00%,NA,1.28%,12/31/07
RealNetworks Inc.,RNWK,Internet,7370,NDQ,6,$7.50,112651,34,$267.20,$0.00,$267.20,-$67.10,$334.30,$401.70,$353.30,NA,NA,NA,NA,NA,0.65,0.67,NA,NA,-0.86,0.65,-0.17,-0.19,NA,NA,-2.50%,-29.09%,1.21,NA,0.4272,42.23%,-$4.72,NA,NA,NA,-6.28%,-18.88%,-6.45%,-3.68%,78.4,412.7,565.4,-$48.00,$5.78,-$25.90,-$14.80,-$14.80,$	8.60,-$10.08,0.00%,NA,-11.95%,125.11%,83.22%,59.13%,$12.90,$23.40,$271.80,$353.30,-$21.70,$0.00,0.88%,7.68%,0.00%,0.00%,0.00%,0.00%,NA,34.27%,12/31/10
Rockwood Holdings Inc,ROC,Chemical (Specialty),2820,NYS,9,$39.37,1042582,75.9,"$3,077.00","$2,161.00","$5,238.00","$4,913.90",$324.10,"$3,191.60","$3,653.20",13.99,9.00,$3.92,10.04,0.61,2.93,0.96,13.13,7.80,1.70,1.63,1.54,1.35,NA,23.08%,NA,5.26%,2.96,1.90,0.3418,63.77%,$20.49,0.7449,0.00%,5.48%,20.91%,12.95%,6.89%,11.72%,2888.8,1051.9,4724.3,$664.40,$96.09,$220.00,$374.20,$374.20,$	630.10,$353.71,0.00%,0.00%,20.82%,6.19%,10.15%,6.86%,$180.30,$255.90,$667.60,"$3,653.20",$342.00,$0.00,31.00%,33.17%,70.23%,41.26%,67.26%,0.00%,NA,92.77%,12/31/10
Gibraltar Inds.,ROCK,Steel,3311,NDQ,6,$13.96,141352,30.5,$435.40,$207.20,$642.60,$581.70,$60.90,$685.10,$746.20,NA,30.88,$0.70,19.94,NA,0.99,0.64,36.36,13.72,0.99,0.99,0.85,0.78,NA,37.00%,2.50%,-18.47%,2.48,1.55,0.3354,74.87%,-$10.61,0.5176,NA,-66.34%,-0.45%,2.72%,-0.29%,2.34%,587.2,440.9,810.9,$81.70,$7.29,-$2.00,$16.00,$16.00,$	42.40,$26.61,0.00%,NA,11.93%,9.48%,8.89%,7.51%,$8.50,$26.40,$108.70,$746.20,$14.10,$0.00,48.34%,19.53%,47.59%,32.24%,31.97%,0.00%,5.80%,93.45%,12/31/10
Rochester Medical,ROCM,Med Supp Invasive,8060,NDQ,4,$8.30,33105,12.1,$96.90,$17.90,$114.80,$79.90,$34.90,$52.90,$52.90,NA,NA,$0.15,55.33,NA,1.47,1.83,NA,99.88,1.63,1.37,1.51,1.51,NA,NA,NA,26.96%,1.05,0.75,0.2842,34.28%,-$0.70,0.5470,NA,NA,-1.97%,-3.47%,-2.46%,-3.21%,49,66,91.1,$17.10,$0.00,-$1.30,-$1.70,-$1.70,$	0.80,-$1.00,0.00%,NA,32.33%,30.40%,65.97%,38.31%,$1.80,$2.50,$27.80,$52.90,-$1.40,$0.00,21.95%,13.28%,18.47%,15.59%,21.33%,0.00%,NA,38.50%,9/30/11
Rodman & Renshaw Capital Grp,RODM,Financial Svcs. (Div.),6100,NDQ,2,$0.44,88294,33.4,$15.50,$0.00,$15.50,-$35.80,$51.30,$83.60,$76.60,NA,NA,NA,NA,NA,0.30,0.19,NA,NA,-35.80,0.30,-0.43,-0.47,NA,NA,NA,-32.98%,-6.59,1.35,0.7405,400.00%,$1.00,0.0844,NA,NA,-8.80%,-389.03%,-5.50%,-4.65%,1,52.3,81.1,-$11.90,$1.00,-$4.60,-$3.89,-$3.89,$	(2.29),-$4.89,0.00%,NA,-14.23%,330.97%,61.36%,63.26%,$1.60,$1.60,$0.70,$76.60,-$15.90,$0.00,0.74%,4.07%,0.00%,0.00%,0.00%,0.00%,NA,7.31%,12/31/10
Rockford Corporation,ROFO,Electronics,3670,NDQ,3,$3.00,8688,8.6,$25.80,$4.40,$30.20,$30.20,$0.00,$53.00,$52.70,NA,NA,NA,NA,NA,5.49,0.49,NA,NA,3.32,3.32,0.57,0.57,NA,NA,NA,-23.08%,0.83,0.35,0.4468,118.17%,-$0.34,0.0740,NA,NA,-17.02%,-10.12%,-1.51%,-1.74%,9.1,4.7,17.8,$7.40,-$0.04,-$0.80,-$0.92,-$0.92,$	(0.12),-$0.58,0.00%,NA,13.96%,0.00%,0.00%,0.00%,$0.50,$0.80,$17.70,$52.70,-$4.50,$0.00,0.00%,8.43%,17.05%,14.57%,48.35%,0.00%,NA,NA,12/31/09
Rogers Corp.,ROG,Electronics,3670,NYS,7,$36.86,92608,15.8,$621.00,$0.00,$621.00,$540.70,$80.30,$379.20,$524.80,19.90,14.41,$3.32,11.10,0.97,1.88,1.64,19.73,12.43,2.16,1.88,1.43,1.03,-5.00%,20.50%,15.00%,29.14%,1.75,1.05,0.1875,51.70%,$25.64,0.5077,0.00%,110.43%,9.44%,9.28%,8.23%,7.23%,250.2,330.5,484.9,$75.90,$29.14,$31.20,$27.40,$23.22,$	43.50,-$2.42,15.25%,15.22%,20.02%,12.93%,21.18%,16.56%,$12.60,$16.10,$109.30,$524.80,$43.10,$0.00,7.42%,24.77%,0.00%,0.00%,0.00%,0.00%,9.60%,89.93%,12/31/10
Rotech Healthcare Inc,ROHI,Med Supp Invasive,8060,NDQ,3,$1.25,103555,25.6,$31.90,$511.40,$543.30,$480.30,$63.00,$496.40,NA,159.50,NA,NA,NA,NA,NA,0.06,10.87,4.60,2.81,2.32,0.97,NA,NA,NA,NA,3.15%,-2.32,1.70,0.6325,325.36%,-$6.90,0.1306,0.00%,-15.61%,NA,25.88%,0.04%,8.90%,170.8,-277.6,291.1,$27.90,NA,$0.20,$44.20,$44.20,$	104.40,$51.10,0.00%,0.00%,5.62%,11.60%,12.69%,21.64%,$53.30,$60.20,$285.70,NA,NA,$0.00,4.26%,36.17%,1603.13%,94.13%,NA,0.00%,NA,8.39%,12/31/10
Radio One 'D',ROIAK,Entertainment,7950,NDQ,4,$1.00,350445,52.1,$47.30,$642.20,$689.50,$680.30,$9.20,$279.90,$337.70,NA,1.48,NA,NA,NA,0.24,0.17,13.29,9.00,0.82,0.82,2.43,2.01,NA,NA,NA,0.44%,NA,1.40,0.5392,NA,-$12.83,NA,NA,-25.06%,-16.83%,6.19%,-11.68%,18.29%,827.3,194.3,999.2,$35.20,$7.27,-$32.70,$51.20,$51.20,$	75.60,$64.03,0.00%,NA,12.58%,1.33%,3.29%,0.92%,$4.30,$24.40,$136.20,$337.70,$31.90,$0.00,84.08%,3.35%,1357.72%,93.14%,76.77%,0.00%,12.20%,41.01%,12/31/10
Rockwell Automation,ROK,Electrical Equipment,3600,NYS,10,$73.37,1533435,141.9,"$10,514.80",$961.90,"$11,476.70","$10,487.80",$988.90,"$6,000.40","$6,000.40",15.08,15.08,$5.40,13.59,1.08,6.02,1.75,11.29,9.89,6.09,4.24,1.75,1.75,4.50%,14.00%,8.00%,23.37%,1.91,1.25,0.3220,45.88%,-$11.20,0.6811,34.54%,-1.50%,39.88%,43.38%,11.62%,15.49%,1721,1748,5284.9,$813.20,$0.00,$697.10,$929.20,$746.59,"$	1,060.50",$757.79,19.65%,19.65%,13.55%,8.62%,16.48%,18.71%,$120.10,$131.30,"$1,461.20","$6,000.40",$697.10,$240.79,22.15%,10.62%,9.15%,8.38%,35.50%,2.29%,2.80%,71.91%,9/30/11
Rollins Inc.,ROL,Industrial Services,7300,NYS,9,$22.22,267467,147.2,"$3,256.40",$26.00,"$3,282.40","$3,261.50",$20.90,"$1,136.90","$1,194.80",36.18,33.13,$0.78,28.49,2.68,10.93,2.86,22.63,18.07,10.76,10.13,2.87,2.73,14.00%,13.50%,8.00%,6.71%,0.71,0.85,0.1796,23.02%,-$28.00,0.8000,52.10%,-30.98%,30.20%,29.82%,7.92%,12.67%,303.1,298,619,-$90.30,-$4.60,$90.00,$144.10,$90.38,$	180.50,$118.38,37.28%,37.28%,-7.94%,0.64%,1.84%,3.38%,$13.00,$36.40,$373.30,"$1,194.80",$98.30,$46.89,38.93%,11.95%,0.80%,0.79%,8.02%,1.44%,56.90%,34.73%,12/31/10
RBC Bearings,ROLL,Machinery,3500,NDQ,7,$41.70,91648,21.9,$946.90,$31.30,$978.20,$910.30,$67.90,$335.60,$361.20,25.87,23.21,$2.23,18.70,1.78,2.87,2.82,15.97,13.27,3.10,2.71,2.71,2.52,NA,14.50%,8.50%,21.22%,1.29,1.30,0.1992,34.50%,$12.42,0.8000,0.00%,30.39%,11.09%,13.92%,10.91%,16.98%,293.5,330.1,426,$178.50,$13.62,$36.60,$57.00,$40.85,$	68.60,$28.44,28.33%,28.38%,53.19%,6.94%,20.23%,15.94%,$10.40,$11.60,$52.70,$361.20,$40.80,$0.00,10.99%,20.75%,3.31%,3.20%,8.66%,0.00%,5.80%,NA,4/2/11
Roma Financial Corp,ROMA,Thrift,6120,NDQ,6,$9.84,19508,30.3,$301.50,$41.90,$343.40,$253.80,$89.60,NA,NA,59.12,45.00,$0.21,46.86,NA,1.43,NA,9.95,9.95,1.56,1.36,NA,NA,NA,NA,NA,NA,0.77,0.65,0.1811,24.14%,$0.00,0.6732,186.81%,0.00%,2.42%,9.94%,NA,NA,163,210.7,1819.2,$0.00,NA,$5.10,$25.50,$16.20,$	25.50,$16.20,36.47%,37.80%,NA,26.09%,NA,4.93%,$0.00,$0.00,$17.70,NA,$6.70,$9.53,0.00%,2.61%,13.90%,12.20%,16.59%,3.16%,NA,8.91%,12/31/10
Ronson Corp.,RONCQ,Aerospace/Defense,3720,NDQ,1,$0.00,61443,5.1,$0.10,$7.70,$7.80,$7.70,$0.10,$24.20,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,1.03,1.03,0.32,NA,NA,NA,NA,-3.24%,NA,0.95,1.0000,NA,-$0.70,NA,NA,NA,NA,-10.67%,-6.20%,-3.31%,7.5,-0.1,14.8,-$0.90,NA,-$1.50,-$0.80,-$0.80,$	0.00,-$0.10,0.00%,NA,-3.72%,1.28%,0.41%,0.68%,$0.10,$0.80,$6.90,NA,-$5.20,$0.00,0.00%,39.19%,7700.00%,98.72%,NA,0.00%,NA,NA,12/31/08
Regal One Corporation,RONE,Financial Svcs. (Div.),6100,NDQ,1,$0.06,6731,3.6,$0.20,$0.00,$0.20,-$0.60,$0.80,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,-0.86,0.13,NA,NA,NA,NA,NA,NA,0.68,1.10,0.9000,211.62%,$0.00,0.1299,NA,NA,-6.67%,NA,NA,NA,0.7,1.5,1.5,$0.00,NA,-$0.10,NA,NA,NA,NA,0.00%,NA,NA,400.00%,NA,53.33%,$0.00,$0.00,$0.20,NA,-$0.10,$0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,NA,12/31/10
Roper Inds.,ROP,Machinery,3500,NYS,9,$86.87,603793,95.3,"$8,440.80","$1,341.00","$9,781.80","$9,511.40",$270.40,"$2,386.10","$2,737.50",26.16,20.44,$4.60,18.88,1.94,3.07,3.54,18.49,14.92,2.49,2.39,3.99,3.47,18.00%,13.50%,8.00%,14.39%,0.82,1.05,0.1562,21.72%,-$52.96,0.8000,16.48%,-14.31%,11.73%,9.68%,13.52%,21.55%,3821.5,2750.9,5069.5,$281.40,$41.44,$322.60,$514.30,$369.99,$	637.30,$422.95,28.06%,28.06%,11.79%,2.76%,11.33%,5.33%,$28.60,$123.00,$760.80,"$2,737.50",$412.90,$53.18,75.60%,2.04%,15.89%,13.71%,32.77%,0.63%,2.80%,95.77%,12/31/10
Rosetta Resources Inc,ROSE,Petroleum (Producing),1300,NDQ,8,$43.50,915327,51.7,"$2,304.90",$350.00,"$2,654.90","$2,613.30",$41.60,$308.40,$399.40,121.31,34.50,NA,NA,NA,4.36,7.47,36.55,13.89,3.12,3.02,8.47,6.54,NA,NA,NA,3.63%,2.03,1.50,0.3122,58.39%,$212.62,0.6422,0.00%,711.83%,3.59%,3.57%,6.16%,23.18%,837.2,528.8,997.3,-$18.90,-$5.58,$19.00,$71.50,$29.87,$	188.10,-$182.75,58.22%,58.33%,-6.13%,1.57%,13.49%,4.17%,$334.80,$116.60,$56.30,$399.40,$66.80,$0.00,0.00%,73.20%,15.19%,13.18%,39.83%,0.00%,NA,96.74%,12/31/10
